genus,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__,29.0,7.0,4.0,53.0,15.0,3.0,17.0,252.0,13.0,15.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium,27.0,5.0,5.0,39.0,20.0,2.0,25.0,30.0,12.0,16.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__,38.0,21.0,7.0,49.0,41.0,9.0,52.0,45.0,29.0,48.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__,204.0,132.0,94.0,493.0,249.0,52.0,326.0,463.0,185.0,181.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Blastochloris,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia,36.0,4.0,3.0,61.0,9.0,2.0,7.0,25.0,6.0,20.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium,4.0,5.0,0.0,4.0,4.0,3.0,7.0,3.0,2.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium,472.0,233.0,225.0,1117.0,701.0,137.0,777.0,1152.0,453.0,442.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium,432.0,365.0,197.0,913.0,587.0,130.0,722.0,626.0,399.0,307.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes,78.0,55.0,32.0,89.0,117.0,29.0,128.0,108.0,64.0,31.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium,3.0,0.0,1.0,4.0,0.0,0.0,0.0,196.0,4.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__,2.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Nitratireductor,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__,9.0,2.0,1.0,12.0,2.0,1.0,4.0,101.0,7.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__,10.0,10.0,3.0,11.0,16.0,3.0,19.0,11.0,8.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,6.0,0.0
sk__Eukaryota;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphididae;g__Rhodobium,4.0,2.0,2.0,9.0,12.0,1.0,13.0,11.0,8.0,10.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__Roseiarcus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__,403.0,343.0,266.0,434.0,747.0,232.0,774.0,760.0,378.0,191.0
sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Labrys,2.0,1.0,1.0,4.0,3.0,1.0,3.0,10.0,0.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys,21.0,18.0,19.0,25.0,25.0,10.0,47.0,26.0,30.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__;g__,5.0,4.0,1.0,15.0,11.0,1.0,5.0,12.0,3.0,18.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__,152.0,209.0,83.0,492.0,675.0,202.0,418.0,477.0,130.0,377.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Hirschia,129.0,111.0,75.0,325.0,143.0,38.0,168.0,147.0,125.0,184.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__,150.0,55.0,13.0,600.0,104.0,25.0,88.0,570.0,54.0,221.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter,1.0,1.0,0.0,11.0,1.0,1.0,0.0,5.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pannonibacter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter,2.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaculum,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium,2.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__,24.0,28.0,11.0,76.0,57.0,17.0,33.0,67.0,12.0,46.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__Reyranella,90.0,89.0,24.0,130.0,96.0,33.0,89.0,70.0,14.0,101.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__,33.0,85.0,5.0,309.0,139.0,31.0,51.0,122.0,10.0,185.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodovastum,1.0,14.0,0.0,52.0,16.0,6.0,2.0,8.0,0.0,17.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas,4.0,2.0,1.0,51.0,2.0,1.0,1.0,29.0,2.0,19.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rubritepida,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__,11.0,8.0,1.0,19.0,3.0,2.0,9.0,5.0,11.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__,8.0,63.0,4.0,67.0,112.0,13.0,63.0,33.0,4.0,177.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum,2.0,0.0,0.0,7.0,5.0,2.0,1.0,5.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia,6.0,11.0,1.0,14.0,7.0,3.0,18.0,11.0,5.0,17.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Elstera,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__,67.0,34.0,14.0,155.0,92.0,22.0,124.0,136.0,27.0,145.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__Candidatus Intestinusbacter,2.0,6.0,0.0,28.0,2.0,0.0,3.0,4.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__,2.0,2.0,0.0,11.0,2.0,0.0,2.0,4.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__Candidatus Jidaibacter,8.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__,6.0,8.0,3.0,30.0,22.0,4.0,33.0,72.0,6.0,64.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Candidatus Megaira,1.0,2.0,1.0,15.0,17.0,0.0,4.0,5.0,0.0,11.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia,1.0,0.0,0.0,13.0,2.0,0.0,3.0,1.0,1.0,6.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__,2.0,22.0,1.0,4.0,17.0,3.0,13.0,4.0,1.0,7.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__,16.0,4.0,5.0,47.0,10.0,1.0,8.0,66.0,9.0,24.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__,2.0,0.0,0.0,11.0,0.0,0.0,0.0,41.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__,425.0,69.0,130.0,753.0,198.0,78.0,207.0,830.0,298.0,481.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium,39.0,12.0,9.0,76.0,22.0,6.0,19.0,81.0,38.0,46.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parablastomonas,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Polymorphobacter,6.0,1.0,1.0,31.0,4.0,0.0,4.0,12.0,1.0,9.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis,3.0,0.0,0.0,8.0,2.0,0.0,2.0,18.0,1.0,5.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter,1.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,194.0,2.0,35.0,154.0,17.0,13.0,10.0,910.0,95.0,127.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,194.0,2.0,35.0,154.0,17.0,13.0,10.0,910.0,95.0,127.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,194.0,2.0,35.0,154.0,17.0,13.0,10.0,910.0,95.0,127.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__,3922.0,438.0,5005.0,1313.0,759.0,473.0,686.0,2856.0,10200.0,1062.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__,1174.0,628.0,160.0,3255.0,997.0,530.0,565.0,1869.0,440.0,2046.0
sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Araneae;f__Linyphiidae;g__Leptothrix,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,1.0,29.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__,95.0,188.0,35.0,412.0,277.0,110.0,242.0,241.0,86.0,195.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Chitinimonas,1.0,2.0,1.0,1.0,6.0,1.0,8.0,3.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter,4.0,3.0,0.0,15.0,5.0,1.0,3.0,18.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter,10.0,30.0,12.0,106.0,54.0,21.0,119.0,86.0,9.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__,164.0,36.0,28.0,170.0,45.0,29.0,40.0,530.0,146.0,598.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas,4.0,18.0,0.0,29.0,33.0,16.0,15.0,7.0,3.0,27.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans,2.0,1.0,0.0,24.0,6.0,3.0,12.0,14.0,1.0,11.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__,2673.0,22.0,1923.0,46.0,42.0,119.0,70.0,881.0,4471.0,38.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium,4.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia,5525.0,17.0,6995.0,79.0,85.0,442.0,138.0,1748.0,11228.0,26.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium,4.0,3.0,0.0,5.0,5.0,10.0,2.0,6.0,1.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales;f__;g__,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales;f__Ferritrophicaceae;g__Ferritrophicum,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__;g__,6.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,7.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__,4.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Vogesella,63.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__,4.0,6.0,3.0,24.0,18.0,1.0,19.0,45.0,7.0,33.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__,41.0,113.0,7.0,195.0,186.0,36.0,78.0,105.0,20.0,269.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__,1.0,2.0,0.0,4.0,20.0,0.0,1.0,57.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sulfurirhabdus,3.0,4.0,1.0,103.0,14.0,1.0,4.0,36.0,0.0,65.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__,583.0,1272.0,273.0,512.0,963.0,530.0,936.0,407.0,454.0,697.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylobacillus,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylotenera,25.0,2.0,0.0,135.0,48.0,1.0,7.0,154.0,1.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__,765.0,2389.0,272.0,2529.0,3793.0,1579.0,2078.0,1596.0,443.0,2267.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Sulfuritalea,4.0,5.0,1.0,10.0,7.0,0.0,7.0,2.0,1.0,21.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__,3.0,3.0,1.0,7.0,4.0,4.0,4.0,2.0,6.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Sulfuritortus,5.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__;g__,50.0,12.0,2.0,14.0,23.0,6.0,21.0,7.0,4.0,22.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__,27.0,46.0,8.0,20.0,34.0,15.0,55.0,8.0,10.0,23.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__,744.0,1465.0,293.0,1713.0,1619.0,629.0,1486.0,766.0,357.0,1638.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__,744.0,1465.0,293.0,1713.0,1619.0,629.0,1486.0,766.0,357.0,1638.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__;g__,1.0,5.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__;g__,6.0,5.0,0.0,5.0,8.0,3.0,10.0,2.0,5.0,7.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__,484.0,862.0,211.0,837.0,747.0,327.0,1258.0,374.0,342.0,739.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__;g__,1.0,2.0,1.0,0.0,2.0,0.0,7.0,10.0,2.0,11.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__;g__,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__;g__,1.0,4.0,0.0,2.0,9.0,0.0,3.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter,3.0,0.0,1.0,1.0,2.0,2.0,7.0,9.0,9.0,4.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__,310.0,745.0,86.0,1299.0,1173.0,335.0,780.0,545.0,129.0,1144.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__,2.0,24.0,0.0,8.0,18.0,8.0,8.0,3.0,1.0,7.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter,4.0,6.0,1.0,4.0,5.0,1.0,4.0,6.0,2.0,38.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__,6.0,33.0,2.0,41.0,48.0,11.0,27.0,18.0,11.0,56.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Haliangium,142.0,328.0,32.0,460.0,491.0,165.0,302.0,289.0,73.0,510.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__,1.0,2.0,0.0,18.0,5.0,2.0,1.0,4.0,1.0,5.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis,4.0,9.0,0.0,127.0,25.0,1.0,16.0,30.0,1.0,20.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis,7.0,43.0,1.0,185.0,51.0,16.0,38.0,35.0,2.0,61.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__,58.0,159.0,7.0,314.0,210.0,36.0,148.0,107.0,20.0,248.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Pajaroellobacter,64.0,179.0,29.0,183.0,188.0,120.0,212.0,146.0,32.0,201.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Polyangium,2.0,75.0,0.0,139.0,47.0,8.0,19.0,15.0,3.0,193.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium,1.0,23.0,1.0,100.0,32.0,9.0,22.0,28.0,5.0,140.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__,22.0,58.0,6.0,61.0,45.0,4.0,65.0,55.0,7.0,106.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus,1.0,2.0,0.0,23.0,13.0,0.0,0.0,2.0,0.0,15.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__,3.0,3.0,1.0,3.0,9.0,3.0,6.0,5.0,8.0,5.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfobacca,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__;f__;g__,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__,3352.0,6215.0,1063.0,8006.0,7507.0,2795.0,6158.0,4364.0,1512.0,5390.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Acidibacter,37.0,38.0,7.0,83.0,69.0,11.0,54.0,66.0,14.0,51.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus Endonucleariobacter,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus Ovatusbacter,44.0,63.0,17.0,57.0,54.0,28.0,81.0,30.0,30.0,53.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfurifustis,1.0,17.0,0.0,11.0,17.0,8.0,11.0,6.0,2.0,5.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__;g__,222.0,1.0,0.0,165.0,4.0,0.0,0.0,78.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__,9.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas,41.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0
