,superkingdom,phylum,class,order,family,genus,species
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;s__
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Pelotomaculum,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Pelotomaculum,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Pelotomaculum;s__
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__;f__,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__;f__;g__,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__;f__;g__;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_sp._Z2-YC6860,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes sp. Z2-YC6860
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Sphaerotilus,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Sphaerotilus,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Sphaerotilus;s__
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Azohydromonas,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Azohydromonas,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Azohydromonas;s__
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium_sp._K78,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium sp. K78
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea;s__
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__;s__
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella_sp._D4522,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella sp. D4522
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Cycloclasticus,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Cycloclasticus,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Cycloclasticus;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Candidatus_Nanopelagicales,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Candidatus Nanopelagicales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Candidatus Nanopelagicales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Candidatus Nanopelagicales;f__;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Candidatus Nanopelagicales;f__;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__;s__Thermomonosporaceae_bacterium_YE4-D4-16-CH2,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__;s__Thermomonosporaceae bacterium YE4-D4-16-CH2
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Salinirepens,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Salinirepens,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Salinirepens;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales,sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae,sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,sk__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria,sk__Bacteria,sk__Bacteria;p__Candidatus Kerfeldbacteria,sk__Bacteria;p__Candidatus Kerfeldbacteria;c__,sk__Bacteria;p__Candidatus Kerfeldbacteria;c__;o__,sk__Bacteria;p__Candidatus Kerfeldbacteria;c__;o__;f__,sk__Bacteria;p__Candidatus Kerfeldbacteria;c__;o__;f__;g__,sk__Bacteria;p__Candidatus Kerfeldbacteria;c__;o__;f__;g__;s__
sk__Bacteria;k__;p__Candidatus_Kuenenbacteria,sk__Bacteria,sk__Bacteria;p__Candidatus Kuenenbacteria,sk__Bacteria;p__Candidatus Kuenenbacteria;c__,sk__Bacteria;p__Candidatus Kuenenbacteria;c__;o__,sk__Bacteria;p__Candidatus Kuenenbacteria;c__;o__;f__,sk__Bacteria;p__Candidatus Kuenenbacteria;c__;o__;f__;g__,sk__Bacteria;p__Candidatus Kuenenbacteria;c__;o__;f__;g__;s__
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Candidatus_Rubidus,sk__Bacteria,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Candidatus Rubidus,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Candidatus Rubidus;s__
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__Candidatus_Mesochlamydia_elodeae,sk__Bacteria,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__Candidatus Mesochlamydia elodeae
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_sp._C2,sk__Bacteria,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Parachlamydia,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia sp. C2
sk__Bacteria;k__;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae,sk__Bacteria,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__,sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales,sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae,sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__,sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__;s__
sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales;f__Leptolyngbyaceae;g__Nodosilinea,sk__Bacteria,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorotrichaceae,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorotrichaceae;g__Nodosilinea,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorotrichaceae;g__Nodosilinea;s__
sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Dactylococcopsis;s__Rhabdogloea_smithii,sk__Bacteria,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Dactylococcopsis,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Dactylococcopsis;s__Rhabdogloea smithii
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Lutispora,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Lutispora,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Lutispora;s__
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Anaerovorax,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Anaerovorax,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Anaerovorax;s__
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__;s__
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Tepidimicrobium,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Tissierellia,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tepidimicrobium,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tepidimicrobium;s__
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Tissierellia,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella,sk__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella;s__
sk__Bacteria;k__;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,sk__Bacteria,sk__Bacteria;p__Nitrospirae,sk__Bacteria;p__Nitrospirae;c__Nitrospira,sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales,sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__,sk__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__
sk__Bacteria;k__;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Acidithiobacillia,sk__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales,sk__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae,sk__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__,sk__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylosinus,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylosinus,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylosinus;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halovulum,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halovulum,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halovulum;s__
