,phylum,order,genus
123,sk__Bacteria;p__Candidatus Kuenenbacteria,sk__Bacteria;p__Candidatus Kuenenbacteria;c__;o__,sk__Bacteria;p__Candidatus Kuenenbacteria;c__;o__;f__;g__
124,sk__Bacteria;p__Candidatus Levybacteria,sk__Bacteria;p__Candidatus Levybacteria;c__;o__,sk__Bacteria;p__Candidatus Levybacteria;c__;o__;f__;g__
125,sk__Bacteria;p__Candidatus Lloydbacteria,sk__Bacteria;p__Candidatus Lloydbacteria;c__;o__,sk__Bacteria;p__Candidatus Lloydbacteria;c__;o__;f__;g__
126,sk__Bacteria;p__Candidatus Magasanikbacteria,sk__Bacteria;p__Candidatus Magasanikbacteria;c__;o__,sk__Bacteria;p__Candidatus Magasanikbacteria;c__;o__;f__;g__
127,sk__Bacteria;p__Candidatus Microgenomates,sk__Bacteria;p__Candidatus Microgenomates;c__;o__,sk__Bacteria;p__Candidatus Microgenomates;c__;o__;f__;g__
128,sk__Bacteria;p__Candidatus Moranbacteria,sk__Bacteria;p__Candidatus Moranbacteria;c__;o__,sk__Bacteria;p__Candidatus Moranbacteria;c__;o__;f__;g__
129,sk__Bacteria;p__Candidatus Nomurabacteria,sk__Bacteria;p__Candidatus Nomurabacteria;c__;o__,sk__Bacteria;p__Candidatus Nomurabacteria;c__;o__;f__;g__
130,sk__Bacteria;p__Candidatus Omnitrophica,sk__Bacteria;p__Candidatus Omnitrophica;c__;o__,sk__Bacteria;p__Candidatus Omnitrophica;c__;o__;f__;g__
131,sk__Bacteria;p__Candidatus Omnitrophica,sk__Bacteria;p__Candidatus Omnitrophica;c__;o__,sk__Bacteria;p__Candidatus Omnitrophica;c__;o__;f__;g__Candidatus Omnitrophus
132,sk__Bacteria;p__Candidatus Pacebacteria,sk__Bacteria;p__Candidatus Pacebacteria;c__;o__,sk__Bacteria;p__Candidatus Pacebacteria;c__;o__;f__;g__
133,sk__Bacteria;p__Candidatus Parcubacteria,sk__Bacteria;p__Candidatus Parcubacteria;c__;o__,sk__Bacteria;p__Candidatus Parcubacteria;c__;o__;f__;g__
134,sk__Bacteria;p__Candidatus Peregrinibacteria,sk__Bacteria;p__Candidatus Peregrinibacteria;c__;o__,sk__Bacteria;p__Candidatus Peregrinibacteria;c__;o__;f__;g__
135,sk__Bacteria;p__Candidatus Peregrinibacteria,sk__Bacteria;p__Candidatus Peregrinibacteria;c__Candidatus Peribacteria;o__,sk__Bacteria;p__Candidatus Peregrinibacteria;c__Candidatus Peribacteria;o__;f__;g__
136,sk__Bacteria;p__Candidatus Roizmanbacteria,sk__Bacteria;p__Candidatus Roizmanbacteria;c__;o__,sk__Bacteria;p__Candidatus Roizmanbacteria;c__;o__;f__;g__
137,sk__Bacteria;p__Candidatus Saccharibacteria,sk__Bacteria;p__Candidatus Saccharibacteria;c__;o__,sk__Bacteria;p__Candidatus Saccharibacteria;c__;o__;f__;g__
138,sk__Bacteria;p__Candidatus Saccharibacteria,sk__Bacteria;p__Candidatus Saccharibacteria;c__;o__,sk__Bacteria;p__Candidatus Saccharibacteria;c__;o__;f__;g__Candidatus Saccharimonas
139,sk__Bacteria;p__Candidatus Staskawiczbacteria,sk__Bacteria;p__Candidatus Staskawiczbacteria;c__;o__,sk__Bacteria;p__Candidatus Staskawiczbacteria;c__;o__;f__;g__
140,sk__Bacteria;p__Candidatus Uhrbacteria,sk__Bacteria;p__Candidatus Uhrbacteria;c__;o__,sk__Bacteria;p__Candidatus Uhrbacteria;c__;o__;f__;g__
141,sk__Bacteria;p__Candidatus Vogelbacteria,sk__Bacteria;p__Candidatus Vogelbacteria;c__;o__,sk__Bacteria;p__Candidatus Vogelbacteria;c__;o__;f__;g__
142,sk__Bacteria;p__Candidatus Woesebacteria,sk__Bacteria;p__Candidatus Woesebacteria;c__;o__,sk__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__
143,sk__Bacteria;p__Candidatus Yanofskybacteria,sk__Bacteria;p__Candidatus Yanofskybacteria;c__;o__,sk__Bacteria;p__Candidatus Yanofskybacteria;c__;o__;f__;g__
144,sk__Bacteria;p__Candidatus Yonathbacteria,sk__Bacteria;p__Candidatus Yonathbacteria;c__;o__,sk__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__
145,sk__Bacteria;p__Candidatus Zambryskibacteria,sk__Bacteria;p__Candidatus Zambryskibacteria;c__;o__,sk__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__
146,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__;o__,sk__Bacteria;p__Chlamydiae;c__;o__;f__;g__
147,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__;g__
148,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__;g__
149,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__
150,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__;g__
151,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Criblamydiaceae;g__
152,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__
153,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Candidatus Protochlamydia
154,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Neochlamydia
155,sk__Bacteria;p__Chlamydiae,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,sk__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__
156,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__;o__,sk__Bacteria;p__Chloroflexi;c__;o__;f__;g__
157,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix
158,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__
159,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__
160,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea
161,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales,sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__
162,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__;g__
163,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Oscillochloridaceae;g__Oscillochloris
164,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__
165,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Herpetosiphonales,sk__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Herpetosiphonales;f__;g__
166,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__,sk__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__;g__
167,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales,sk__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__;g__
168,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__;o__,sk__Bacteria;p__Cyanobacteria;c__;o__;f__;g__
169,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales,sk__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__;g__
170,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales,sk__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__;g__
171,sk__Bacteria;p__Cyanobacteria,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales,sk__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__
172,sk__Bacteria;p__Deinococcus-Thermus,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__;g__
173,sk__Bacteria;p__Deinococcus-Thermus,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,sk__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
174,sk__Bacteria;p__Elusimicrobia,sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__,sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__;f__;g__
175,sk__Bacteria;p__Elusimicrobia,sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales,sk__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium
176,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__;o__,sk__Bacteria;p__Firmicutes;c__;o__;f__;g__
177,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__,sk__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__
178,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__
179,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium
180,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__
181,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Thermobacillus
182,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__
183,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus
184,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__
185,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
186,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
187,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus
188,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
189,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__,sk__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__
190,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__
191,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__
192,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__
193,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus
194,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Fonticella
195,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Lutispora
196,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XII. Incertae Sedis;g__Acidaminobacter
197,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XII. Incertae Sedis;g__Fusibacter
198,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Anaerovorax
199,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Acetobacterium
200,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__
201,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__
202,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Agathobacter
203,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes
204,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia
205,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio
206,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum
207,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea
208,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter
209,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium
210,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira
211,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia
212,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium
213,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia
214,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter
215,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfotomaculum
216,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__
217,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Proteocatella
218,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia
219,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__
220,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium
221,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus
222,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Hungateiclostridiaceae;g__Saccharofermentans
223,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum
224,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas
225,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__
226,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix
227,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella
228,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter
229,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__;f__;g__
230,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__;g__
231,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__
232,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus
233,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium
234,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas
235,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira
236,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Marcgraviaceae;g__Schwartzia
237,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas
238,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__
239,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerosinus
240,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerospora
241,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus
242,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__
243,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister
244,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera
245,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,sk__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella
246,sk__Bacteria;p__Fusobacteria,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__;g__
247,sk__Bacteria;p__Fusobacteria,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Hypnocyclicus
248,sk__Bacteria;p__Fusobacteria,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__
249,sk__Bacteria;p__Fusobacteria,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,sk__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia
250,sk__Bacteria;p__Gemmatimonadetes,sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales,sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__
251,sk__Bacteria;p__Gemmatimonadetes,sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales,sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
