,phylum,order,genus
4629,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Leptocytheridae;g__Leptocythere
4630,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Loxoconchidae;g__
4631,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Loxoconchidae;g__Cytheromorpha
4632,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Loxoconchidae;g__Loxocorniculum
4633,sk__Eukaryota;p__Brachiopoda,sk__Eukaryota;p__Brachiopoda;c__Lingulata;o__,sk__Eukaryota;p__Brachiopoda;c__Lingulata;o__;f__;g__
4634,sk__Eukaryota;p__Brachiopoda,sk__Eukaryota;p__Brachiopoda;c__Rhynchonellata;o__,sk__Eukaryota;p__Brachiopoda;c__Rhynchonellata;o__;f__;g__
4635,sk__Eukaryota;p__Brachiopoda,sk__Eukaryota;p__Brachiopoda;c__Rhynchonellata;o__Terebratulida,sk__Eukaryota;p__Brachiopoda;c__Rhynchonellata;o__Terebratulida;f__;g__
4636,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Chaetonotida,sk__Eukaryota;p__Gastrotricha;c__;o__Chaetonotida;f__Chaetonotidae;g__Halichaetonotus
4637,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__Dactylopodolidae;g__Dactylopodola
4638,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__Thaumastodermatidae;g__
4639,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__Thaumastodermatidae;g__Tetranchyroderma
4640,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__Thaumastodermatidae;g__Thaumastoderma
4641,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__Turbanellidae;g__Turbanella
4642,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Pectinoida,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Pectinoida;f__;g__
4643,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Gastropoda;o__Littorinimorpha,sk__Eukaryota;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Hydrobiidae;g__Peringia
4644,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida;f__;g__
4645,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida;f__Axonolaimidae;g__
4646,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida;f__Axonolaimidae;g__Axonolaimus
4647,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida;f__Chromadoridae;g__Chromadorita
4648,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida;f__Chromadoridae;g__Punctodora
4649,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida;f__Cyatholaimidae;g__
4650,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Chromadorida;f__Cyatholaimidae;g__Praeacanthonchus
4651,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Desmodoridae;g__
4652,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Desmodoridae;g__Spirinia
4653,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Desmodoridae;g__Xyzzors
4654,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Draconematidae;g__
4655,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Draconematidae;g__Dracograllus
4656,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Microlaimidae;g__
4657,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmodorida;f__Microlaimidae;g__Calomicrolaimus
4658,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmoscolecida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Desmoscolecida;f__;g__
4659,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida;f__Comesomatidae;g__
4660,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Araeolaimida;f__Comesomatidae;g__Sabatieria
4661,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Siphonolaimidae;g__
4662,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Siphonolaimidae;g__Astomonema
4663,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Xyalidae;g__
4664,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Xyalidae;g__Daptonema
4665,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Xyalidae;g__Theristus
4666,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Plectida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Plectida;f__Leptolaimidae;g__
4667,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Plectida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Plectida;f__Leptolaimidae;g__Camacolaimus
4668,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Plectida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Plectida;f__Leptolaimidae;g__Deontolaimus
4669,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Anticomidae;g__
4670,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Enchelidiidae;g__
4671,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Enoplidae;g__
4672,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Oncholaimidae;g__
4673,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Oncholaimidae;g__Viscosia
4674,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Thoracostomopsidae;g__
4675,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Thoracostomopsidae;g__Enoploides
4676,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Tripyloididae;g__
4677,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Tripyloididae;g__Bathylaimus
4678,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida,sk__Eukaryota;p__Nematoda;c__Enoplea;o__Enoplida;f__Tripyloididae;g__Tripyloides
4679,sk__Eukaryota;p__Nemertea,sk__Eukaryota;p__Nemertea;c__Pilidiophora;o__,sk__Eukaryota;p__Nemertea;c__Pilidiophora;o__;f__;g__
4680,sk__Eukaryota;p__Nemertea,sk__Eukaryota;p__Nemertea;c__Pilidiophora;o__Heteronemertea,sk__Eukaryota;p__Nemertea;c__Pilidiophora;o__Heteronemertea;f__Lineidae;g__
4681,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__;g__
4682,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__Dolichomacrostomidae;g__
4683,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__Dolichomacrostomidae;g__Paromalostomum
4684,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__Macrostomidae;g__
4685,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Macrostomida;f__Microstomidae;g__
4686,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__;g__Polystyliphora
4687,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Archimonocelididae;g__Archimonocelis
4688,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Coelogynoporidae;g__
4689,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Coelogynoporidae;g__Cirrifera
4690,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Coelogynoporidae;g__Coelogynopora
4691,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Coelogynoporidae;g__Vannuccia
4692,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Monocelididae;g__
4693,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Nematoplanidae;g__
4694,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Nematoplanidae;g__Nematoplana
4695,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Proseriata;f__Otoplanidae;g__Archotoplana
4696,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Cicerinidae;g__
4697,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Karkinorhynchidae;g__
4698,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Koinocystididae;g__
4699,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Placorhynchidae;g__
4700,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Polycystididae;g__
4701,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Polycystididae;g__Neopolycystis
4702,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Polycystididae;g__Scanorhynchus
4703,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Promesostomidae;g__
4704,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Promesostomidae;g__Coronhelmis
4705,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Provorticidae;g__
4706,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Psammorhynchidae;g__
4707,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Psammorhynchidae;g__Psammorhynchus
4708,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Schizorhynchidae;g__
4709,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Schizorhynchidae;g__Schizorhynchoides
4710,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Trigonostomidae;g__
4711,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Trigonostomidae;g__Mariplanella
4712,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__Typhloplanidae;g__Styloplanella
4713,sk__Eukaryota;p__Tardigrada,sk__Eukaryota;p__Tardigrada;c__Eutardigrada;o__Apochela,sk__Eukaryota;p__Tardigrada;c__Eutardigrada;o__Apochela;f__;g__
4714,sk__Eukaryota;p__Tardigrada,sk__Eukaryota;p__Tardigrada;c__Heterotardigrada;o__Echiniscoidea,sk__Eukaryota;p__Tardigrada;c__Heterotardigrada;o__Echiniscoidea;f__;g__
4715,sk__Eukaryota;p__Tardigrada,sk__Eukaryota;p__Tardigrada;c__Heterotardigrada;o__Echiniscoidea,sk__Eukaryota;p__Tardigrada;c__Heterotardigrada;o__Echiniscoidea;f__Echiniscidae;g__
4716,sk__Eukaryota;p__Xenacoelomorpha,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela;f__Convolutidae;g__Pseudaphanostoma
4717,sk__Eukaryota;p__Xenacoelomorpha,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela;f__Haploposthiidae;g__
4718,sk__Eukaryota;p__Xenacoelomorpha,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela;f__Isodiametridae;g__Archaphanostoma
4719,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales;f__Zosteraceae;g__Zostera
4720,sk__Eukaryota;p__,sk__Eukaryota;p__;c__;o__Sticholonchida,sk__Eukaryota;p__;c__;o__Sticholonchida;f__Sticholonchidae;g__Sticholonche
4721,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Acantharea;o__Chaunacanthida,sk__Eukaryota;p__;c__Acantharea;o__Chaunacanthida;f__Stauraconidae;g__
4722,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Acantharea;o__Chaunacanthida,sk__Eukaryota;p__;c__Acantharea;o__Chaunacanthida;f__Stauraconidae;g__Heteracon
4723,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Oxyrrhinales,sk__Eukaryota;p__;c__Dinophyceae;o__Oxyrrhinales;f__;g__
4724,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Oxyrrhinales,sk__Eukaryota;p__;c__Dinophyceae;o__Oxyrrhinales;f__Oxyrrhinaceae;g__
4725,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Polycystinea;o__Collodaria,sk__Eukaryota;p__;c__Polycystinea;o__Collodaria;f__Collophidiidae;g__
4726,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Polycystinea;o__Collodaria,sk__Eukaryota;p__;c__Polycystinea;o__Collodaria;f__Collophidiidae;g__Collophidium
4727,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Polycystinea;o__Nassellaria,sk__Eukaryota;p__;c__Polycystinea;o__Nassellaria;f__Plagiacanthidae;g__
4728,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Polycystinea;o__Spumellaria,sk__Eukaryota;p__;c__Polycystinea;o__Spumellaria;f__Actinommidae;g__Arachnosphaera
4729,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__;f__;g__Protocruzia
4730,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Calanidae;g__Cosmocalanus
4731,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Canuellidae;g__
4732,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Zingiberales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Zingiberales;f__Marantaceae;g__Thalia
4733,sk__Eukaryota;p__Ctenophora,sk__Eukaryota;p__Ctenophora;c__Nuda;o__,sk__Eukaryota;p__Ctenophora;c__Nuda;o__;f__;g__
4734,sk__Eukaryota;p__Ctenophora,sk__Eukaryota;p__Ctenophora;c__Tentaculata;o__Cydippida,sk__Eukaryota;p__Ctenophora;c__Tentaculata;o__Cydippida;f__Mertensiidae;g__
4735,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Pelagophyceae;o__Pelagomonadales,sk__Eukaryota;p__;c__Pelagophyceae;o__Pelagomonadales;f__;g__Pelagococcus
4736,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Stichotrichida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Stichotrichida;f__Epiclintidae;g__Epiclintes
4737,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__;f__;g__
4738,sk__Eukaryota;p__Chordata,sk__Eukaryota;p__Chordata;c__Appendicularia;o__Copelata,sk__Eukaryota;p__Chordata;c__Appendicularia;o__Copelata;f__Oikopleuridae;g__Bathochordaeus
4739,sk__Eukaryota;p__Chordata,sk__Eukaryota;p__Chordata;c__Thaliacea;o__Salpida,sk__Eukaryota;p__Chordata;c__Thaliacea;o__Salpida;f__Salpidae;g__Brooksia
4740,sk__Eukaryota;p__Chlorophyta,sk__Eukaryota;p__Chlorophyta;c__Ulvophyceae;o__Dasycladales,sk__Eukaryota;p__Chlorophyta;c__Ulvophyceae;o__Dasycladales;f__;g__
4741,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Breviatea;o__,sk__Eukaryota;p__;c__Breviatea;o__;f__;g__Subulatomonas
4742,sk__Eukaryota;p__Imbricatea,sk__Eukaryota;p__Imbricatea;c__;o__,sk__Eukaryota;p__Imbricatea;c__;o__;f__Metromonadea;g__Micrometopion
4743,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Gonyaulacales,sk__Eukaryota;p__;c__Dinophyceae;o__Gonyaulacales;f__Goniodomataceae;g__Pyrodinium
4744,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Gonyaulacales,sk__Eukaryota;p__;c__Dinophyceae;o__Gonyaulacales;f__Pyrophacaceae;g__
4745,sk__Eukaryota;p__Apicomplexa,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Archigregarinorida,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Archigregarinorida;f__Selenidiidae;g__Selenidium
4746,sk__Eukaryota;p__Apicomplexa,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Eugregarinorida,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Eugregarinorida;f__Lecudinidae;g__Lecudina
4747,sk__Eukaryota;p__Apicomplexa,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Eugregarinorida,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Eugregarinorida;f__Urosporidae;g__
4748,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Attheyaceae;g__Attheya
4749,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Xanthophyceae;o__Mischococcales,sk__Eukaryota;p__;c__Xanthophyceae;o__Mischococcales;f__Pleurochloridaceae;g__Monodus
4750,sk__Eukaryota;p__Basidiomycota,sk__Eukaryota;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales,sk__Eukaryota;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae;g__Sterigmatomyces
4751,sk__Eukaryota;p__Basidiomycota,sk__Eukaryota;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales,sk__Eukaryota;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__
4752,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Chrysopetalidae;g__
4753,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Nephtyidae;g__
4754,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Sigalionidae;g__
